study_id,database_source,title,abstract,year,author,journal,doi,url,keywords,notes_spillover,has_hard_kill,has_soft_kill,has_addict,has_tech,is_high_priority,exclude_flag,screening_notes
GPS_DEC_0952,IEEE,IoT-based Intelligent Waste Bin,"The amount of the waste humans discards is rapidly increasing and will not be controlled without transformational changes. Waste management companies will be hugely impacted with such increments as they should provide resources for the collection of such waste with minimum or even zero income. This project aims to develop smart real-time waste management and monitoring system that optimized the resources and maximized the efficiency. The system is designed based on three main elements; Master station, Slave station, and Internet of things (IoT) platform. The master pin station gathers the data from the slave stations and transmits it to the IoT application for remote management and monitoring purposes. The system is powered up by using solar panels. Four parameters are used for monitoring and managing the waste: temperature value, level in percentage reading, smoke detection, and the global positioning system (GPS) location. The development phase of the system is designed into two phases; system modeling and hardware implementation. This paper present the modeling phase of the system development.",2019,M. Awawdeh and A. Bashir and T. Faisal and I. Ahmad and M. K. Shahid,2019 Advances in Science and Engineering Technology International Conferences (ASET),10.1109/ICASET.2019.8714406,NA,Monitoring and Internet of Things and Temperature sensors and Temperature measurement and Waste management and Intelligent sensors and smart waste bin and IoT trash bin and waste collecting management and Arduino and Green environment,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_0965,IEEE,IoT-based Drunk Driving Detection and Engine Locking System with Real-Time Location in App,"This project aims to create a locking system for cars that prevents them from starting without an alcohol-checking device. The system will benefit from this of an already installed Alcohol sensor. In actuality, the initiative is meant to for providing a starting point for further explorations. Our proposed prototype compressed of an Arduino UNO, SIM900, GPS/GSM Module. Later with the usage of SIM900 GPS/GSM module, current latitude and longitude value are fetched and the same locations are transferred via SMS (Short Message Service) in Blynk app. This research aims to further current efforts to prevent accidents system developments with the goal of putting it into practice in real life to improve traffic safety.",2022,M. A. Hossain and F. Jahura and M. A. Rahman and T. Ahmed,TENCON 2022 - 2022 IEEE Region 10 Conference (TENCON),10.1109/TENCON55691.2022.9978102,NA,Prototypes and Message services and Real-time systems and Safety and Automobiles and Engines and IEEE Regions and Arduino and MCU Sensor and MQ-3 sensor and SIM900A and GPS and Motor Driver,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_0970,IEEE,A Hand Hygiene Tracking System With LoRaWAN Network for the Abolition of Hospital-Acquired Infections,"In healthcare settings, hand hygiene is a crucial step in preventing the spread of disease. Healthcare-associated infections, such as community-acquired pneumonia (CAP) and hospital-acquired pneumonia (HAP), can be mitigated with the help of cutting-edge solutions and intelligent alcohol-based hand sanitizers. Specifically, this research presents a long-range (LoRa) network powered by the Internet of Things (IoT) that can detect, monitor and track hand hygiene habits to reduce the spread of hospital-acquired infections (HAIs). The wearable Bluetooth low energy (BLE) device used by hospital personnel and patients will monitor and track the hygiene activities using LoRa and alcohol-based sanitizers deployed in intensive care units (ICUs), elevators, inpatient rooms, and other hospital facilities. The alcohol dispenser is equipped with a Jetson Nano graphics processing unit (GPU) from NVIDIA, a hand sanitizer, and a door that opens once the user has washed their hands. Using a LoRa wide area network (LoRaWAN) and short-range BLE technology, hand hygiene information, with a user ID and GPS location, has it sent to a LoRa gateway and a cloud server. Various field tests in hospital settings and simulated environments are performed to effectively guarantee the clinical performance of the proposed IoT-enabled LoRa network. In conclusion, the total success percentage in real-world LoRa network conditions is 92.78%, whereas the success rate (SR) in laboratory testing is 98%.",2023,K. M. Abubeker and S. Baskar,IEEE Sensors Journal,10.1109/JSEN.2023.3244582,NA,Monitoring and Hospitals and Logic gates and Wireless sensor networks and Internet of Things and Biomedical monitoring and Wireless communication and Hand hygiene and Internet of Healthcare Things (IoHT) and long-range wide area network (LoRaWAN) and pneumonia and wearable biosensors,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_0978,IEEE,IOT based Smart Accident Detection and Emergency Response System for Vehicles,"This will integrate multiple sensors and communication technologies, providing a more comprehensive traffic safety system that can be used to support emergency response. The system is designed for a car with an MEMS sensor, gas sensor and the additional GPS module. An alert system triggers the MEMS to detect an accident by monitoring counts greater than a threshold predetermined value. This alert is automatically pushed to emergency contact's mobile app and the hospital interface in web application. Meanwhile, the gas sensor monitors alcohol in real time by checking varying levels of gases under a driving vehicle. It will stop the car if it detects alcohol, to avoid a possible accident later on. This transmits all the sensors data (whether accept occurs or not, gas status and exact position coordinates (latitude-longitude)) to a central database using Firebase. With immediate alerts to emergency contacts enabled with the mobile application and real time location tracking, fast response action are possible. At the same time, this web application provides hospitals and emergency services all critical details of an accident for better arrangement in situations where incoming emergencies come. The completely integrated environment benefits both the safety of individual vehicles and traffic management capabilities that can be utilised in emergency responses to reduce fatalities resulting from road accidents.",2024,J. M and B. M and M. Sindhuja and J. P. D,2024 International Conference on Electronic Systems and Intelligent Computing (ICESIC),10.1109/ICESIC61777.2024.10846091,NA,Micromechanical devices and Hospitals and Emergency services and Real-time systems and Sensor systems and Mobile applications and Gas detectors and Monitoring and Accidents and Global Positioning System and IoT and Accident Detection and Emergency Response and GPS Module and Firebase,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_0982,IEEE,Iot-Enabled Smart Vehicle Management System for Enhanced Security and Efficiency,"IoT-based Vehicle Management System has been designed for enhanced safety, security, and location tracking in real-time for the vehicle. The system has RFID for entry control, load cell for overload, MQ4 sensor for alcohol detection, wet sensor for detection against fuel theft, and GSM/GPS for location tracking of the vehicle. The system prevents unauthorized personnel from operating the vehicle, prevents overloading by shutting off the engine and sending a notification to the owner, detects alcohol consumption by the driver, monitors fuel level to prevent fuel theft, and tracks the location of the vehicle in real-time. The owner receives notification through the Blynk application and email. The system has been designed for enhanced vehicle management, less accidents, and enhanced security for the vehicle owner.",2025,S. C and D. B and K. L and S. A. M and P. Moses Stephen Raj and M. P. D,2025 3rd International Conference on Intelligent Cyber Physical Systems and Internet of Things (ICoICI),10.1109/ICoICI65217.2025.11253020,NA,Vehicle safety and User interfaces and Feature extraction and Real-time systems and Fuels and Security and Internet of Things and Protection and Radiofrequency identification and Vehicles and IoT and RFID and Load Cell and Alcohol Detection and Fuel Theft and GPS and GSM and Blynk App,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1016,IEEE,Multifunctional Vehicle Security System Using IoT,"A vehicle security system with multiple functions employs ESP32, incorporating several sensors for tasks including high beam detection, accident identification, object detection, one-handed feature inspections, alcohol level monitoring, and locating the vehicle. The system uses sophisticated detection technologies, voice alerts, notifications, and real-time GPS location monitoring. tracking to boost vehicle safety and maintain driver vigilance. when headlights from approaching vehicles are sensed, the system instantly reduces the brightness of the car's headlights to enhance safety. In the event of an accident, the tilt sensor sends alerts to contacts provides precise location information to facilitate a prompt response. Ultrasonic sensors continuously measures the distances to nearby objects, thereby improving situational awareness and reducing the risk of collisions. In addition, an IR sensor is employed to detect identify the presence of one-handed features, and in the event that such features are detected, the IR sensor triggers an audible warning to The driver. This advanced vehicle protection system is designed not only to enhance driver safety and security but also to promote a proactive driving strategy by providing time, tracking, notifications, and assistance.",2025,M. B. G. and B. R and Y. Bariz and P. Ravikumar and C. N. G and G. C,2025 2nd International Conference on Computing and Data Science (ICCDS),10.1109/ICCDS64403.2025.11209386,NA,Sensor phenomena and characterization and Feature extraction and Road safety and Real-time systems and Sensor systems and Security and Monitoring and Vehicles and Accidents and Global Positioning System and ESP32 Security and Accident Alerts and Alcohol Monitoring and Object Detection and GPS Tracking,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1040,IEEE,Fisherboat Tracking System Using IOT,"Due to the high rate of accidents and deaths that take place in the fishing industry every year, fishing is often considered to be one of the most hazardous lines of work in the whole globe. Creating a continuous tracking and monitoring system for fishing boats that operate in real-time is one of such method that is be used to increase the overall level of safety for fishermen. This article provides an overview of proposed concept of an Internet of Things (IoT) based tracking system that would be used for fishing boats. A micro controller unit, a GPS module and a GSM module are mounted aboard the fishing boat as a part of the system. The GSM module is used to create a connection between the boat and land, and the GPS module is to monitor the exact location of the boat in real-time. Together, these modules make it possible to communicate with boats via remote wireless communication. In addition to the continuous tracking the boat safety parameters viz smoke and rain are tracked continuously and the data is sent to the monitoring system via cloud as presented in results. The strategy that enables the use of mobile and web based monitoring offers a number of advantages, some of which include an improved sense of safety among fishermen, a decreased amount of reaction time from emergency services, and enhanced command and management of fishing activities. Technology may aid in the prevention of accidents and improve the speed with which they can be responded to in the event of an emergency by monitoring fishing boats continuously. Because of this, the system is in a position to prevent accidents. Additionally, by providing comprehensive information on the location and condition of fishing vessels, technology may help fishing companies and regulators to better manage fishing activities. We have reason to believe that an Internet of Things-based system for tracking fishing boats has the potential to significantly improve both the safety of fishermen and the efficiency of fishing operations. The system has to be further developed and tested in order to increase its overall effectiveness and performance.",2023,P. V. Lakshmi and A. Sumalatha and K. S. Rani and K. S. Aasritha and K. Kalyan and O. C. Sekhar,"2023 International Conference on Computational Intelligence, Networks and Security (ICCINS)",10.1109/ICCINS58907.2023.10450060,NA,Industries and GSM and Rain and Boats and Real-time systems and Safety and Internet of Things and IoT and Fisher Boat Tracking and GPS and GSM,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1046,IEEE,Artificial Intelligence and Blockchain,"Blockchain and Artificial Intelligence (AI) are two of the most smoking innovation inclines at present. Blockchain can kill the danger of one gathering imposing a business model of AI and their capacity to control a standout amongst the most dominant and risky advancements known to man. Blockchains see adoption in manufacturing, media and telecom, retail, the public sector, healthcare, and financial services. Many major companies are investing in Blockchains for data integrity. Augmented reality (AR) is the mix of electronic data with the client's progressive condition. AR applications for cell phones frequently incorporate a worldwide situating framework, Global Positioning Systems, to pinpoint the client's area and its compass to distinguish gadget introduction. Mixed reality utilizes components of both virtual simulation and augmented reality to make something new. With virtual reality, organizations can make consistent decisions with life recreations in hazard&#x2010;free, practical ways.",2022,Abdulrahman Yarali,NA,10.1002/9781119685265.ch9,http://ieeexplore.ieee.org.ezaccess.libraries.psu.edu/document/9622447,Artificial intelligence and Organizations and Contracts and Technological innovation and Proposals and Leadership and Databases,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1065,IEEE,GNSS aided Radar Inertial Odometry for UAS Flights in Challenging Conditions,"An accurate and robust global navigation system is a key component for autonomous Unmanned Aerial Systems (UAS). In this context, great challenges arise particularly navigating in poor visual conditions caused by darkness, fog or smoke, and in GNSS degraded or denied environments. Vision based approaches tend to fail in such conditions and pure GNSS based navigation fails close to buildings. Therefore, we propose a novel global navigation system based on GNSS and Radar Inertial Odometry (GNSS-RIO). Radar is not affected by such challenging conditions and GNSS adds global information to the system. Our approach is evaluated extensively in urban outdoor environments with huge buildings and vegetation. In GNSS denied environments, we achieve better results than state of the art monocular Visual Inertial Odometry (VIO) despite good visual conditions. On large scale urban datasets, our approach estimates the global position with an average accuracy of 1 m using standard GPS without RTK or further correction services. Our approach is computational efficient and runs 18 times faster than real-time on a small embedded computer. Thus, it is well suited even for lightweight UAS.",2022,C. Doer and J. Atman and G. F. Trnmmer,2022 IEEE Aerospace Conference (AERO),10.1109/AERO53065.2022.9843326,NA,Global navigation satellite system and Visualization and Satellites and Navigation and Spaceborne radar and Buildings and Real-time systems,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
GPS_DEC_1102,MEDLINE,"Lignosulfonate-doped polyaniline-reinforced poly(vinyl alcohol) hydrogels as highly sensitive, antimicrobial, and UV-resistant multifunctional sensors.","Flexible wearable strain sensors exist the advantages of high resolution, lightweight, wide measurement range, which have unlimited potential in fields such as soft robotics, electronic skin, and artificial intelligence. However, current flexible sensors based on hydrogels still have some defects, including poor mechanical properties, self-adhesive properties and bacteriostatic properties. In this study, A conductive hydrogel Sodium Ligninsulfonate (LGS)@PANI-Ag-poly(vinyl alcohol) (PVA) hydrogels consisting of lignosulfonate-doped polyaniline (LGS@PANI), silver nitrate, and PVA interactions were designed and prepared for sensing applications. Here, the abundant reactive functional groups of lignosulfonates not only improve the electrochemical and electrical conductivity of polyaniline, thereby increasing its potential for sensing and capacitor applications, but also provide excellent mechanical properties (0.71 MPa), self-adhesion (81.27 J/m2) and ultraviolet (UV) resistance (UV inhibition close to 100 %) to the hydrogel. In addition, the hydrogel exhibited rich multifunctional properties, including tensile strain resistance (up to 397 %), antimicrobial properties (up to 100 % inhibition of Escherichia coli and Staphylococcus aureus), high sensitivity (gauge factor, GF = 4.18), and a rapid response time (100 ms). The LGS@PANI-Ag-PVA hydrogels showed potential for wearable sensors that monitor various biosignals from the human body, as well as human-computer interaction, artificial intelligence and other diverse fields. Copyright (C) 2024. Published by Elsevier B.V.",2024,"Liu, Xinru and Yang, Yutong and Song, Shanshan and Zhang, Rui and Zhang, Congcong and Yang, Siwen and Liu, Yi and Song, Yongming and T2 - International journal of biological macromolecules",NA,10.1016/j.ijbiomac.2024.135959,NA,Sodium ligninsulfonate and Polyaniline and Conductive hydrogel and Sensor and LIGNIN-BASED HYDROGEL and POLYMER and NANOPARTICLES and MEMBRANE and ION,NA,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Excluded: Biology/Engineering
